Pastel pink                        #DEA5A4            222        165        164
Pastel purple                      #B39EB5            179        158        181
Pastel red                         #FF6961            255        105         97
Pastel violet                      #CB99C9            203        153        201
Pastel yellow                      #FDFD96            253        253        150
Patriarch                          #800080            128          0        128
Payne's grey                       #536878             83        104        120
Peach                              #FFE5B4            255        229        180
Peach (Crayola)                    #FFCBA4            255        203        164
Peach-orange                       #FFCC99            255        204        153
Peach puff                         #FFDAB9            255        218        185
Peach-yellow                       #FADFAD            250        223        173
Pear                               #D1E231            209        226         49
Pearl                              #EAE0C8            234        224        200
Pearl Aqua                         #88D8C0            136        216        192
Pearly purple                      #B768A2            183        104        162
Peridot                            #E6E200            230        226          0
Periwinkle                         #CCCCFF            204        204        255
Persian blue                       #1C39BB             28         57        187
Persian green                      #00A693              0        166        147
Persian indigo                     #32127A             50         18        122
Persian orange                     #D99058            217        144         88
Persian pink                       #F77FBE            247        127        190
Persian plum                       #701C1C            112         28         28
Persian red                        #CC3333            204         51         51
Persian rose                       #FE28A2            254         40        162
Persimmon                          #EC5800            236         88          0
Peru                               #CD853F            205        133         63
Phlox                              #DF00FF            223          0        255
Phthalo blue                       #000F89              0         15        137
Phthalo green                      #123524             18         53         36
Pictorial carmine                  #C30B4E            195         11         78
Piggy pink                         #FDDDE6            253        221        230
Pine green                         #01796F              1        121        111
Pink                               #FFC0CB            255        192        203
Pink lace                          #FFDDF4            255        221        244
Pink-orange                        #FF9966            255        153        102
Pink pearl                         #E7ACCF            231        172        207
Pink Sherbet                       #F78FA7            247        143        167
Pistachio                          #93C572            147        197        114
Platinum                           #E5E4E2            229        228        226
Plum (traditional)                 #8E4585            142         69        133
Plum (web)                         #DDA0DD            221        160        221
Pomp and Power                     #86608E            134         96        142
Portland Orange                    #FF5A36            255         90         54
Powder blue (web)                  #B0E0E6            176        224        230
Princeton orange                   #FF8F00            255        143          0
Prune                              #701C1C            112         28         28
Prussian blue                      #003153              0         49         83
Psychedelic purple                 #DF00FF            223          0        255
Puce                               #CC8899            204        136        153
Pumpkin                            #FF7518            255        117         24
Purple (HTML/CSS)                  #800080            128          0        128
Purple (Munsell)                   #9F00C5            159          0        197
Purple (X11)                       #A020F0            160         32        240
Purple Heart                       #69359C            105         53        156
Purple mountain majesty            #9678B6            150        120        182
Purple pizzazz                     #FE4EDA            254         78        218
Purple taupe                       #50404D             80         64         77
Quartz                             #51484F             81         72         79
Queen blue                         #436B95             67        107        149
Queen pink                         #E8CCD7            232        204        215
Rackley                            #5D8AA8             93        138        168
Radical Red                        #FF355E            255         53         94
Rajah                              #FBAB60            251        171         96
Raspberry                          #E30B5D            227         11         93
Raspberry glace                    #915F6D            145         95        109
Raspberry pink                     #E25098            226         80        152
Raspberry rose                     #B3446C            179         68        108
Raw umber                          #826644            130        102         68
Razzle dazzle rose                 #FF33CC            255         51        204
Razzmatazz                         #E3256B            227         37        107
Razzmic Berry                      #8D4E85            141         78        133
Red                                #FF0000            255          0          0
Red (Crayola)                      #EE204D            238         32         77
Red (Munsell)                      #F2003C            242          0         60
Red (NCS)                          #C40233            196          2         51
Red (Pantone)                      #ED2939            237         41         57
Red (pigment)                      #ED1C24            237         28         36
Red (RYB)                          #FE2712            254         39         18
Red-brown                          #A52A2A            165         42         42
Red devil                          #860111            134          1         17
Red-orange                         #FF5349            255         83         73
Red-violet                         #C71585            199         21        133
Redwood                            #A45A52            164         90         82
Regalia                            #522D80             82         45        128
Resolution blue                    #002387              0         35        135
Rhythm                             #777696            119        118        150
Rich black                         #004040              0         64         64
Rich brilliant lavender            #F1A7FE            241        167        254
Rich carmine                       #D70040            215          0         64
Rich electric blue                 #0892D0              8        146        208
Rich lavender                      #A76BCF            167        107        207
Rich lilac                         #B666D2            182        102        210
Rich maroon                        #B03060            176         48         96
Rifle green                        #444C38             68         76         56
Robin egg blue                     #00CCCC              0        204        204
Rocket metallic                    #8A7F80            138        127        128
Roman silver                       #838996            131        137        150
Rose                               #FF007F            255          0        127
Rose bonbon                        #F9429E            249         66        158
Rose ebony                         #674846            103         72         70
Rose gold                          #B76E79            183        110        121
Rose madder                        #E32636            227         38         54
Rose pink                          #FF66CC            255        102        204
Rose quartz                        #AA98A9            170        152        169
Rose red                           #C21E56            194         30         86
Rose taupe                         #905D5D            144         93         93
Rose vale                          #AB4E52            171         78         82
Rosewood                           #65000B            101          0         11
Rosso corsa                        #D40000            212          0          0
Rosy brown                         #BC8F8F            188        143        143
Royal azure                        #0038A8              0         56        168
Royal blue (traditional)           #002366              0         35        102
Royal blue (web)                   #4169E1             65        105        225
Royal fuchsia                      #CA2C92            202         44        146
Royal purple                       #7851A9            120         81        169
Royal yellow                       #FADA5E            250        218         94
Ruber                              #CE4676            206         70        118
Rubine red                         #D10056            209          0         86
Ruby                               #E0115F            224         17         95
Ruby red                           #9B111E            155         17         30
Ruddy                              #FF0028            255          0         40
Ruddy brown                        #BB6528            187        101         40
Ruddy pink                         #E18E96            225        142        150
Rufous                             #A81C07            168         28          7
Russet                             #80461B            128         70         27
Russian green                      #679267            103        146        103
Russian violet                     #32174D             50         23         77
Rust                               #B7410E            183         65         14
Rusty red                          #DA2C43            218         44         67
Sacramento State green             #00563F              0         86         63
Saddle brown                       #8B4513            139         69         19
Safety orange (blaze orange)       #FF6700            255        103          0
Safety yellow                      #EED202            238        210          2
Saffron                            #F4C430            244        196         48
St. Patrick's blue                 #23297A             35         41        122
Salmon                             #FF8C69            255        140        105
Salmon pink                        #FF91A4            255        145        164
Sand                               #C2B280            194        178        128
Sand dune                          #967117            150        113         23
Sandstorm                          #ECD540            236        213         64
Sandy brown                        #F4A460            244        164         96
Sandy taupe                        #967117            150        113         23
Sangria                            #92000A            146          0         10
Sap green                          #507D2A             80        125         42
Sapphire                           #0F52BA             15         82        186
Sapphire blue                      #0067A5              0        103        165
Satin sheen gold                   #CBA135            203        161         53
Scarlet                            #FF2400            255         36          0
Scarlet (Crayola)                  #FD0E35            253         14         53
Schauss pink                       #FF91AF            255        145        175
School bus yellow                  #FFD800            255        216          0
Screamin' Green                    #76FF7A            118        255        122
Sea blue                           #006994              0        105        148
Sea green                          #2E8B57             46        139         87
Seal brown                         #321414             50         20         20
Seashell                           #FFF5EE            255        245        238
Selective yellow                   #FFBA00            255        186          0
Sepia                              #704214            112         66         20
Shadow                             #8A795D            138        121         93
Shampoo                            #FFCFF1            255        207        241
Shamrock green                     #009E60              0        158         96
Sheen Green                        #8FD400            143        212          0
Shimmering Blush                   #D98695            217        134        149
Shocking pink                      #FC0FC0            252         15        192
Shocking pink (Crayola)            #FF6FFF            255        111        255
Sienna                             #882D17            136         45         23
Silver                             #C0C0C0            192        192        192
Silver chalice                     #ACACAC            172        172        172
Silver Lake blue                   #5D89BA             93        137        186
Silver pink                        #C4AEAD            196        174        173
Silver sand                        #BFC1C2            191        193        194
Sinopia                            #CB410B            203         65         11
Skobeloff                          #007474              0        116        116
Sky blue                           #87CEEB            135        206        235
Sky magenta                        #CF71AF            207        113        175
Slate blue                         #6A5ACD            106         90        205
Slate gray                         #708090            112        128        144
Smalt (Dark powder blue)           #003399              0         51        153
Smitten                            #C84186            200         65        134
Smoke                              #738276            115        130        118
Smokey topaz                       #933D41            147         61         65
Smoky black                        #100C08             16         12          8
Snow                               #FFFAFA            255        250        250
Soap                               #CEC8EF            206        200        239
Sonic silver                       #757575            117        117        117
Spartan Crimson                    #9E1316            158         19         22
Space cadet                        #1D2951             29         41         81
Spanish bistre                     #80755A            128        117         90
Spanish carmine                    #D10047            209          0         71
Spanish crimson                    #E51A4C            229         26         76
Spanish orange                     #E86100            232         97          0
Spanish sky blue                   #00AAE4              0        170        228
Spiro Disco Ball                   #0FC0FC             15        192        252
Spring bud                         #A7FC00            167        252          0
Spring green                       #00FF7F              0        255        127
Star command blue                  #007BB8              0        123        184
Steel blue                         #4682B4             70        130        180
Steel pink                         #CC3366            204         51        102
Stil de grain yellow               #FADA5E            250        218         94
Stizza                             #990000            153          0          0
Stormcloud                         #4F666A             79        102        106
Straw                              #E4D96F            228        217        111
Strawberry                         #FC5A8D            252         90        141
Sunglow                            #FFCC33            255        204         51
Sunray                             #E3AB57            227        171         87
Sunset                             #FAD6A5            250        214        165
Sunset orange                      #FD5E53            253         94         83
Super pink                         #CF6BA9            207        107        169
Tan                                #D2B48C            210        180        140
Tangelo                            #F94D00            249         77          0
Tangerine                          #F28500            242        133          0
Tangerine yellow                   #FFCC00            255        204          0
Tango pink                         #E4717A            228        113        122
Taupe                              #483C32             72         60         50
Taupe gray                         #8B8589            139        133        137
Tea green                          #D0F0C0            208        240        192
Tea rose (orange)                  #F88379            248        131        121
Tea rose (rose)                    #F4C2C2            244        194        194
Teal                               #008080              0        128        128
Teal blue                          #367588             54        117        136
Teal deer                          #99E6B3            153        230        179
Teal green                         #00827F              0        130        127
Telemagenta                        #CF3476            207         52        118
Tenné (Tawny)                      #CD5700            205         87          0
Terra cotta                        #E2725B            226        114         91
Thistle                            #D8BFD8            216        191        216
Thulian pink                       #DE6FA1            222        111        161
Tickle Me Pink                     #FC89AC            252        137        172
Tiffany Blue                       #0ABAB5             10        186        181
Tiger's eye                        #E08D3C            224        141         60
Timberwolf                         #DBD7D2            219        215        210
Titanium yellow                    #EEE600            238        230          0
Tomato                             #FF6347            255         99         71
Toolbox                            #746CC0            116        108        192
Topaz                              #FFC87C            255        200        124
Tractor red                        #FD0E35            253         14         53
Trolley Grey                       #808080            128        128        128
Tropical rain forest               #00755E              0        117         94
True Blue                          #0073CF              0        115        207
Tufts Blue                         #417DC1             65        125        193
Tulip                              #FF878D            255        135        141
Tumbleweed                         #DEAA88            222        170        136
Turkish rose                       #B57281            181        114        129
Turquoise                          #30D5C8             48        213        200
Turquoise blue                     #00FFEF              0        255        239
Turquoise green                    #A0D6B4            160        214        180
Tuscan                             #FAD6A5            250        214        165
Tuscan brown                       #6F4E37            111         78         55
Tuscan red                         #7C4848            124         72         72
Tuscan tan                         #A67B5B            166        123         91
Tuscany                            #C09999            192        153        153
Twilight lavender                  #8A496B            138         73        107
Tyrian purple                      #66023C            102          2         60
UA blue                            #0033AA              0         51        170
UA red                             #D9004C            217          0         76
Ube                                #8878C3            136        120        195
UCLA Blue                          #536895             83        104        149
UCLA Gold                          #FFB300            255        179          0
UFO Green                          #3CD070             60        208        112
Ultramarine                        #120A8F             18         10        143
Ultramarine blue                   #4166F5             65        102        245
Ultra pink                         #FF6FFF            255        111        255
Umber                              #635147             99         81         71
Unbleached silk                    #FFDDCA            255        221        202
United Nations blue                #5B92E5             91        146        229
University of California Gold      #B78727            183        135         39
Unmellow yellow                    #FFFF66            255        255        102
UP Forest green                    #014421              1         68         33
UP Maroon                          #7B1113            123         17         19
Upsdell red                        #AE2029            174         32         41
Urobilin                           #E1AD21            225        173         33
USAFA blue                         #004F98              0         79        152
USC Cardinal                       #990000            153          0          0
USC Gold                           #FFCC00            255        204          0
University of Tennessee Orange     #F77F00            247        127          0
Utah Crimson                       #D3003F            211          0         63
Vanilla                            #F3E5AB            243        229        171
Vanilla ice                        #F3D9DF            243        217        223
Vegas gold                         #C5B358            197        179         88
Venetian red                       #C80815            200          8         21
Verdigris                          #43B3AE             67        179        174
Vermilion (cinnabar)               #E34234            227         66         52
Vermilion (Plochere)               #D9603B            217         96         59
Veronica                           #A020F0            160         32        240
Violet                             #8F00FF            143          0        255
Violet (color wheel)               #7F00FF            127          0        255
Violet (RYB)                       #8601AF            134          1        175
Violet (web)                       #EE82EE            238        130        238
Violet-blue                        #324AB2             50         74        178
Violet-red                         #F75394            247         83        148
Viridian                           #40826D             64        130        109
Vivid auburn                       #922724            146         39         36
Vivid burgundy                     #9F1D35            159         29         53
Vivid cerise                       #DA1D81            218         29        129
Vivid orchid                       #CC00FF            204          0        255
Vivid sky blue                     #00CCFF              0        204        255
Vivid tangerine                    #FFA089            255        160        137
Vivid violet                       #9F00FF            159          0        255
Warm black                         #004242              0         66         66
Waterspout                         #A4F4F9            164        244        249
Wenge                              #645452            100         84         82
Wheat                              #F5DEB3            245        222        179
White                              #FFFFFF            255        255        255
White smoke                        #F5F5F5            245        245        245
Wild blue yonder                   #A2ADD0            162        173        208
Wild orchid                        #D77A02            215        122          2
Wild Strawberry                    #FF43A4            255         67        164
Wild Watermelon                    #FC6C85            252        108        133
Windsor tan                        #AE6838            174        104         56
Wine                               #722F37            114         47         55
Wine dregs                         #673147            103         49         71
Wisteria                           #C9A0DC            201        160        220
Wood brown                         #C19A6B            193        154        107
Xanadu                             #738678            115        134        120
Yale Blue                          #0F4D92             15         77        146
Yankees blue                       #1C2841             28         40         65
Yellow                             #FFFF00            255        255          0
Yellow (Crayola)                   #FCE883            252        232        131
Yellow (Munsell)                   #EFCC00            239        204          0
Yellow (NCS)                       #FFD300            255        211          0
Yellow (Pantone)                   #FEDF00            254        223          0
Yellow (process)                   #FFEF00            255        239          0
Yellow (RYB)                       #FEFE33            254        254         51
Yellow-green                       #9ACD32            154        205         50
Yellow Orange                      #FFAE42            255        174         66
Yellow rose                        #FFF000            255        240          0
Zaffre                             #0014A8              0         20        168
Zinnwaldite brown                  #2C1608             44         22          8
Zomp                               #39A78E             57        167        142
